Freq,Intensity
224.582453596,61921902.680800155
224.583567177,141951626.72983974
224.584680758,205728064.24693432
224.58579434,106103540.42224388
224.586907921,6218660.8046070505
224.588021502,36242280.24911949
224.589135083,15708985.108591642
224.590248664,-15571963.171132049
224.591362245,88130817.65193482
224.592475826,-12955548.869173393
224.593589407,-12616562.654949289
224.594702988,177668901.1108
224.595816569,-26022056.980876576
224.59693015,6292557.811071036
224.598043731,-216955051.98973092
224.599157312,-334553487.5430648
224.600270893,-34520841.67896606
224.601384474,-40544787.93720854
224.602498056,190364278.3034872
224.603611637,143672019.58985186
224.604725218,153108738.23506448
224.605838799,-67366516.49766733
224.60695238,-198028504.00395796
224.608065961,286826135.85354835
224.609179542,369210716.07053083
224.610293123,231796606.6714789
224.611406704,370908975.98543924
224.612520285,-80838441.22128974
224.613633866,-210131081.120631
224.614747447,-83299525.07458706
224.615861028,-27621277.220248736
224.616974609,-295785826.9750824
224.61808819,-279987920.36613166
224.619201772,16177016.422478747
224.620315353,102152664.99107161
224.621428934,-35121537.16940264
224.622542515,71669503.913913
224.623656096,84808264.52732925
224.624769677,-231711669.489458
224.625883258,43136009.10772733
224.626996839,11668093.602732372
224.62811042,-13684406.605578138
224.629224001,341568767.83057165
224.630337582,421170567.0256322
224.631451163,191929540.35704118
224.632564744,-176682313.35982105
224.633678325,171113460.08640152
224.634791906,373524163.1942331
224.635905488,166423198.21356633
224.637019069,152414238.9270671
224.63813265,155965018.66918883
224.639246231,-215169544.34361264
224.640359812,-232369865.43371812
224.641473393,-253336839.92604095
224.642586974,-304207311.2206296
224.643700555,-436830889.75536865
224.644814136,-267681254.94321495
224.645927717,18604078.617255524
224.647041298,25659936.726434488
224.648154879,9339474.762132518
224.64926846,-88609833.32400703
224.650382041,-168345795.20864657
224.651495622,-114802951.5449236
224.652609204,-132572447.43392612
224.653722785,-28070927.379099447
224.654836366,122535764.33621438
224.655949947,45165106.04354772
224.657063528,-48863581.670903124
224.658177109,106242873.66105525
224.65929069,-10040078.85885772
224.660404271,-471737760.300557
224.661517852,-262428124.85667166
224.662631433,194498092.71725187
224.663745014,244749632.78023306
224.664858595,225885671.09864682
224.665972176,-58547835.3364987
224.667085757,-209260020.4390519
224.668199338,127759670.09296972
224.66931292,-206522626.62477002
224.670426501,-141913656.3378177
224.671540082,273852591.8246702
224.672653663,268993603.29635906
224.673767244,156867214.18249288
224.674880825,323995707.4048206
224.675994406,219882563.776661
224.677107987,178933140.77828255
224.678221568,80433017.24536464
224.679335149,-431879092.9550057
224.68044873,-699526880.0499156
224.681562311,-248410161.81985185
224.682675892,-124575868.21623231
224.683789473,-4966183.212629437
224.684903054,212585335.06049246
224.686016636,210079797.7861855
224.687130217,-58621111.71740762
224.688243798,-293516915.38135076
224.689357379,-428688901.9426022
224.69047096,184515902.38200852
224.691584541,58423537.896515906
224.692698122,33396423.039440084
224.693811703,-310905.26100300846
224.694925284,-295334480.13370997
224.696038865,-387977057.5650805
224.697152446,-279063372.52115494
224.698266027,8468594.35998239
224.699379608,122597967.61084673
224.700493189,-97027351.64691512
224.701606771,11695380.269898197
224.702720352,183218254.09542456
224.703833933,-181387916.76367292
224.704947514,-128639475.12457368
224.706061095,-37051889.70071321
224.707174676,-142714744.65063938
224.708288257,-22561642.527599443
224.709401838,172211707.9791157
224.710515419,-62526622.70886666
224.711629,180485544.82592633
224.712742581,150082922.4507188
224.713856162,65343389.970348574
224.714969743,1593044812.1504045
224.716083324,1577990888.355612
224.717196905,712494440.6261835
224.718310487,97788252.66364317
224.719424068,-10930991.274701683
224.720537649,67028156.63647849
224.72165123,-22842478.529123567
224.722764811,-250811661.58799958
224.723878392,-537864990.2218213
224.724991973,-467473374.4913673
224.726105554,-229082557.8125774
224.727219135,-49965119.39000233
224.728332716,-20199443.99108753
224.729446297,54232704.393567756
224.730559878,-106171252.10080817
224.731673459,-294873876.4531728
224.73278704,-293002645.7417957
224.733900621,-28637303.802235197
224.735014203,152224918.4030433
224.736127784,208486612.34774292
224.737241365,272962784.53073734
224.738354946,105408718.35134757
224.739468527,-28014707.3400116
224.740582108,-85155886.5618901
224.741695689,-57677845.564217284
224.74280927,64440762.25690932
224.743922851,-111678614.96947633
224.745036432,-145016155.5470749
224.746150013,65776335.301820934
224.747263594,-128892277.49981263
224.748377175,-209393494.28637242
224.749490756,-358016806.73481894
224.750604337,-268928941.6861775
224.751717919,62732493.00286711
224.7528315,437452144.3730586
224.753945081,244678657.16456455
224.755058662,-100363820.81637654
224.756172243,-57133554.50588674
224.757285824,101382079.15542907
224.758399405,-176054570.0435786
224.759512986,-427884413.5423536
224.760626567,-384752981.2986186
224.761740148,-135755975.5602944
224.762853729,118399269.0917521
224.76396731,25725489.21902373
224.765080891,116549378.0529394
224.766194472,-8952199.734876554
224.767308053,-329930452.6027591
224.768421635,-143230485.6726303
224.769535216,-57686493.21660217
224.770648797,14371535.778583078
224.771762378,-114361821.09874675
224.772875959,74913546.83833025
224.77398954,241171449.40501094
224.775103121,-45857205.491271004
224.776216702,-562822811.2072883
224.777330283,-10679102.52449491
224.778443864,116664176.57923071
224.779557445,330580556.5622645
224.780671026,353487634.83336186
224.781784607,-193223609.94941202
224.782898188,-23304321.64138972
224.784011769,-105829823.5696058
224.785125351,-40822436.55979602
224.786238932,120401899.24501956
224.787352513,300710131.59246665
224.788466094,126334741.75947168
224.789579675,44488570.5907956
224.790693256,68275458.73659171
224.791806837,-64712301.42048652
224.792920418,-44541511.68566582
224.794033999,102817247.7306453
224.79514758,78677098.64380431
224.796261161,39427218.513191186
224.797374742,72048695.77037911
224.798488323,-102784779.10756484
224.799601904,-114918196.40613039
224.800715485,-115319974.43231948
224.801829067,-62234481.65839589
224.802942648,152373457.83268955
224.804056229,-262665237.44883737
224.80516981,-305771984.8692561
224.806283391,-15033742.935712252
224.807396972,127314612.86588946
224.808510553,204832576.08928183
224.809624134,495891979.9884567
224.810737715,347679934.2640139
224.811851296,65567406.59499093
224.812964877,75819636.12782241
224.814078458,37663388.0691809
224.815192039,-28625300.09573491
224.81630562,9467475.6396251
224.817419201,-177216605.52239764
224.818532783,-351677530.00126415
224.819646364,-190387512.66818586
224.820759945,-27457005.532231778
224.821873526,-70987193.43801081
224.822987107,-16213461.580016516
224.824100688,205380721.77635354
224.825214269,113228072.97530167
224.82632785,164348179.3974862
224.827441431,239636556.52126303
224.828555012,52945596.381724946
224.829668593,-102412214.462812
224.830782174,-51890391.70747701
224.831895755,269437156.4403912
224.833009336,284972870.6252641
224.834122918,-334402849.6573992
224.835236499,-266496294.20741078
224.83635008,213952766.85759187
224.837463661,251018775.88427272
224.838577242,131521778.09029791
224.839690823,-17808713.691660404
224.840804404,-63920157.27612662
224.841917985,-100276268.48726358
224.843031566,-19698276.948126
224.844145147,-170379539.20040128
224.845258728,38942528.04234296
224.846372309,369325911.9187261
224.84748589,366994822.4833734
224.848599471,-115810422.89247796
224.849713052,-412038039.6871614
224.850826634,-245445126.35296524
224.851940215,-104953683.97727127
224.853053796,-204028781.0782148
224.854167377,69283086.69178562
224.855280958,234252188.1632177
224.856394539,121105993.44446956
224.85750812,52199756.692410395
224.858621701,200767459.24468568
224.859735282,105949417.14479333
224.860848863,41781519.96143497
224.861962444,-7788282.219915915
224.863076025,114040414.31790742
224.864189606,-9329792.920785988
224.865303187,308636100.99899244
224.866416768,441522919.55663145
224.86753035,115681852.92416549
224.868643931,421323244.2244361
224.869757512,192848134.86389312
224.870871093,135561764.06564364
224.871984674,25136780.348402333
224.873098255,-61852611.58577081
224.874211836,-116852879.16732915
224.875325417,8431525.113243684
224.876438998,17063542.972833347
224.877552579,-276024990.4505268
224.87866616,-234917388.49938157
224.879779741,63794562.24603061
224.880893322,355170395.5272896
224.882006903,169481764.6571243
224.883120484,-91811328.58985512
224.884234066,185995009.36481702
224.885347647,277573105.6624728
224.886461228,99916094.82466814
224.887574809,31433100.668899413
224.88868839,-41929071.72468568
224.889801971,-516899780.6825365
224.890915552,-354827289.10781366
224.892029133,70239339.08467756
224.893142714,-76386086.00473611
224.894256295,-133790665.20861486
224.895369876,-8527161.075109739
224.896483457,-98129754.06968692
224.897597038,-239550342.09449252
224.898710619,-182275263.75326627
224.8998242,30812303.82991762
224.900937782,151741048.5405161
224.902051363,-16989522.764718886
224.903164944,-197711667.31490642
224.904278525,-283928630.8368172
224.905392106,-374058127.318238
224.906505687,-287769587.6510395
224.907619268,-291683113.39753854
224.908732849,-225873719.75163442
224.90984643,-110892828.57241023
224.910960011,5635571.816175601
224.912073592,52284209.08953297
224.913187173,-68057520.64229418
224.914300754,-115398634.23055568
224.915414335,-211462604.2263809
224.916527916,-242459471.06799012
224.917641498,-212180687.3858091
224.918755079,-155211706.5412899
224.91986866,221727248.22506613
224.920982241,284832523.9581002
224.922095822,17342591.432097763
224.923209403,-21216223.254278034
224.924322984,230798026.03470677
224.925436565,200831921.5760541
224.926550146,228845247.95590132
224.927663727,-362318780.2903303
224.928777308,-89710126.98344973
224.929890889,169474174.39546034
224.93100447,33992338.95594122
224.932118051,99737697.22812061
224.933231632,-132269808.88145053
224.934345214,-3134270.800308464
224.935458795,-107010136.66187157
224.936572376,136864622.26581535
224.937685957,213305429.41743034
224.938799538,304261673.33739406
224.939913119,80851546.68031111
224.9410267,130941001.9760243
224.942140281,-41621537.08602846
224.943253862,-234282882.6213549
224.944367443,-249793484.32062748
224.945481024,-189384467.52281883
224.946594605,-103000312.0857881
224.947708186,-307148979.94152033
224.948821767,-110011607.35171516
224.949935348,39051591.44724521
224.95104893,21015237.30393267
224.952162511,-193339428.05676633
224.953276092,-142931956.18822125
224.954389673,-344844544.9381526
224.955503254,-110232301.01928973
224.956616835,-586574.738546952
224.957730416,659894.3143136923
224.958843997,-204236492.6760464
224.959957578,-263302737.6207355
224.961071159,-119986629.87396698
224.96218474,-106990666.91758266
224.963298321,-83211460.30707712
224.964411902,5823069.882903927
224.965525483,151413442.83411896
224.966639065,-179208561.24993318
224.967752646,-350176115.4567311
224.968866227,-303360152.9059904
224.969979808,116092253.31994262
224.971093389,366515473.24158144
224.97220697,104960445.03929675
224.973320551,-21750037.465239562
224.974434132,174438615.30101794
224.975547713,50166929.069428615
224.976661294,-139553440.94426528
224.977774875,36706099.940350935
224.978888456,34028346.04527422
224.980002037,-93991329.18888585
224.981115618,42354590.44262805
224.982229199,149314249.6890706
224.983342781,136399431.3189366
224.984456362,3526085.9450898925
224.985569943,-73548733.37311123
224.986683524,-35174485.216962606
224.987797105,-150267756.93506348
224.988910686,-152899023.0515959
224.990024267,-210602743.3585929
224.991137848,-333656797.9982869
224.992251429,-328279028.76583004
224.99336501,-2088586.9487847937
224.994478591,-2252939.111183449
224.995592172,-220004766.97780734
224.996705753,-152493920.47518763
224.997819334,184224173.35745335
224.998932915,267601498.54190987
225.000046497,-55365436.29452771
225.001160078,-69775442.56415536
225.002273659,33500136.528635506
225.00338724,56815928.88704277
225.004500821,-40315016.93303174
225.005614402,-53549841.09534758
225.006727983,-55490745.64260281
225.007841564,-16546961.562194355
225.008955145,-108702162.60853286
225.010068726,-451311639.19088554
225.011182307,-480532554.77726
225.012295888,-426976853.3969613
225.013409469,-136945744.80068228
225.01452305,-89741607.24185796
225.015636631,268937099.2348033
225.016750213,114432009.5899629
225.017863794,200273082.87239403
225.018977375,330306388.8202229
225.020090956,186253352.0187873
225.021204537,-210216106.85208017
225.022318118,-412430517.6443404
225.023431699,-266754520.7208024
225.02454528,-109627562.54393601
225.025658861,106233228.12424889
225.026772442,137129609.4556525
225.027886023,56212451.57950375
225.028999604,391827657.3000799
225.030113185,-88096383.24830295
225.031226766,-415794125.8176497
225.032340347,-41504885.929659076
225.033453929,188984135.7624392
225.03456751,203533545.19478497
225.035681091,-118135858.41847548
225.036794672,-222236856.15857905
225.037908253,-38386161.20586487
225.039021834,65679015.148478195
225.040135415,-46388863.07971142
225.041248996,-107590520.23619796
225.042362577,-105429797.88276182
225.043476158,53699462.82349756
225.044589739,-122059812.99106891
225.04570332,-274267911.0927105
225.046816901,-314100059.0906812
225.047930482,-340871611.51358294
225.049044063,-356619522.5484262
225.050157645,-378514691.94763905
225.051271226,-205721803.6022724
225.052384807,-106282210.52599803
225.053498388,59441177.15274831
225.054611969,338166580.99126524
225.05572555,483876292.39673626
225.056839131,252031570.73376513
225.057952712,103868440.46470487
225.059066293,209140754.35315478
225.060179874,113678790.21101291
225.061293455,8160593.34084429
225.062407036,132481659.97648932
225.063520617,195443136.5163836
225.064634198,191074621.57916015
225.065747779,309550462.1861573
225.066861361,218902363.80600575
225.067974942,11121570.17722913
225.069088523,57166103.48065855
225.070202104,127396921.16752836
225.071315685,225063073.53692958
225.072429266,52329362.3730486
225.073542847,-8509772.561762717
225.074656428,110202965.40715213
225.075770009,155365444.4449315
225.07688359,129186685.56548253
225.077997171,72452746.73212278
225.079110752,-133581131.76693398
225.080224333,191030002.79229698
225.081337914,155468151.7331626
225.082451496,-128731548.40527017
225.083565077,-308573399.83129954
225.084678658,-464606516.33427763
225.085792239,-110351762.66705191
225.08690582,96040539.4274933
225.088019401,64475135.869562194
225.089132982,-44990632.24911979
225.090246563,-206181525.04576173
225.091360144,-58113477.995861426
225.092473725,475366361.52551377
225.093587306,468100754.7888741
225.094700887,286341873.0321098
225.095814468,-84944822.89342797
225.096928049,-250414684.83312497
225.09804163,-108995871.10901934
225.099155212,259259271.61066294
225.100268793,-209942684.7054122
225.101382374,356535233.8813915
225.102495955,494581904.85717535
225.103609536,155488435.03652713
225.104723117,-50986676.56518615
225.105836698,-148563236.92261815
225.106950279,-223024782.98197544
225.10806386,275266280.1497409
225.109177441,131451331.21773084
225.110291022,-18631346.307168055
225.111404603,-34309811.34290181
225.112518184,-98988849.88517447
225.113631765,176176450.21503153
225.114745346,218608599.7991889
225.115858928,134673409.98790872
225.116972509,-73854604.24680184
225.11808609,13611908.223577395
225.119199671,445809437.33697134
225.120313252,-20546875.224783245
225.121426833,-328184541.7674266
225.122540414,-200783492.6786415
225.123653995,-114995099.47657077
225.124767576,141729327.31139982
225.125881157,149961221.9558145
225.126994738,200643730.86679247
225.128108319,271142278.3087507
225.1292219,131660748.07852198
225.130335481,96976725.16836518
225.131449062,-4007778.1681357087
225.132562644,-65328043.13285657
225.133676225,-101065704.67194538
225.134789806,-112484605.20336491
225.135903387,-74254898.77473284
225.137016968,51045799.61186174
225.138130549,248650003.21349895
225.13924413,411848285.07555854
225.140357711,244976214.57208794
225.141471292,8451003.856520828
225.142584873,265432703.26351237
225.143698454,481789741.0391941
225.144812035,325300034.1072856
225.145925616,217769588.98802602
225.147039197,167646598.2638741
225.148152778,219581035.98992494
225.14926636,183434187.26099303
225.150379941,-72154028.524148
225.151493522,-71277581.96620484
225.152607103,-43515896.73937115
225.153720684,-210277294.80584776
225.154834265,-175870256.1273104
225.155947846,-122146723.72895707
225.157061427,-268667741.15297836
225.158175008,-242597583.7716935
225.159288589,-235531815.5540377
225.16040217,-138164362.93165314
225.161515751,-138155407.95113775
225.162629332,-236405624.02810463
225.163742913,-87915301.57204607
225.164856494,-178391375.2387897
225.165970076,-6011845.378808968
225.167083657,296521763.2297871
225.168197238,-82822174.51100785
225.169310819,-99602714.67900729
225.1704244,198415558.63447222
225.171537981,189094982.679811
225.172651562,15637072.967462296
225.173765143,-105187057.53562607
225.174878724,-308765437.2427008
225.175992305,36236.073456881815
225.177105886,197445712.89581686
225.178219467,85093147.72257201
225.179333048,-176261372.85268167
225.180446629,-230825705.14072472
225.18156021,-197550647.8313247
225.182673792,-32897868.08579407
225.183787373,-19081807.410881713
225.184900954,50455944.47426549
225.186014535,86593875.93944603
225.187128116,97574577.25396729
225.188241697,-233227111.4131163
225.189355278,-290833791.82359517
225.190468859,9310224.40304676
225.19158244,88882552.86966297
225.192696021,61696074.970235415
225.193809602,-246167154.16614982
225.194923183,-149091156.70692217
225.196036764,170358499.48713395
225.197150345,216293928.91994587
225.198263926,162358324.7274457
225.199377508,-21323063.03375759
225.200491089,-128321234.46524829
225.20160467,182152462.63756177
225.202718251,176965351.085988
225.203831832,108402866.44166952
225.204945413,292466803.0795597
225.206058994,156674363.98189443
225.207172575,-200123839.47400153
225.208286156,51107944.91172509
225.209399737,250543274.40853617
225.210513318,-66719322.79167955
225.211626899,-177419571.81847605
225.21274048,-203025205.87826437
225.213854061,-127097163.56684345
225.214967643,-5634134.540308356
225.216081224,-13132928.984587507
225.217194805,-330612145.51936996
225.218308386,-384930418.4961941
225.219421967,-43697932.57941876
225.220535548,69863070.83708215
225.221649129,-35520095.28517462
225.22276271,-147609586.90577695
225.223876291,-334407499.7736372
225.224989872,-360834192.25172156
225.226103453,-74609199.7821935
225.227217034,167875238.33471397
225.228330615,143034989.2233295
225.229444196,-17905379.27095182
225.230557777,-9434399.95086557
225.231671359,-24089993.80273682
225.23278494,-280143219.9673867
225.233898521,-225961643.56305203
225.235012102,-71279112.01649342
225.236125683,221708617.9289461
225.237239264,383645509.18136734
225.238352845,196768526.29893917
225.239466426,284255432.17451507
225.240580007,359262077.34671146
225.241693588,198533333.8496361
225.242807169,-62042916.605906926
225.24392075,-104623034.72975734
225.245034331,-224466866.946181
225.246147912,-210416849.7019852
225.247261493,-293819355.2720382
225.248375075,-286364398.2281054
225.249488656,56700284.220699884
225.250602237,304717815.72576827
225.251715818,659264451.5809275
225.252829399,293890759.56926256
225.25394298,194265625.84976587
225.255056561,387602116.8619208
225.256170142,381862881.9675724
225.257283723,3619166.879469279
225.258397304,-50538167.8433923
225.259510885,-183980347.4587304
225.260624466,-326815792.3203377
225.261738047,-216520305.8645607
225.262851628,-112335992.15947865
225.263965209,-255508958.3642868
225.265078791,-43935863.737783305
225.266192372,-120865724.32280064
225.267305953,-240497433.682788
225.268419534,-86037733.01405637
225.269533115,329199866.6225866
225.270646696,1281652.580217638
225.271760277,-253580554.32670957
225.272873858,-158133723.54681286
225.273987439,189461993.27279475
225.27510102,161353319.95585272
